name;operator;city;postcode;street;housenumber;amenity;office;shop;geom
Tesch;;;;;;;;tobacco;0101000020E61000001BC9D4134CFB23408DC5257D10C74A40
Classico;;;;;;;;boutique;0101000020E610000075E8F4BC1BFB2340FFA325451AC74A40
Pfandhaus Johannsen;;;;;;;;pawnbroker;0101000020E610000088A4164A26FB234070C7E58931C74A40
Xtra Art;;;;;;;;boutique;0101000020E610000057B2632310FB2340C4C2FF0C25C74A40
Brodthage;;;;;;;;winery;0101000020E6100000CC02379C43FB23403BA869BC19C74A40
Galerie Abrahams;;;;;;;;art;0101000020E6100000F093597336FB2340245BA7DB23C74A40
Permanente;;;;;;;;vacant;0101000020E61000008C77369A12FB23405261116855C74A40
Jacques Le Coz;;;;;;;;hairdresser;0101000020E61000004F8EA78A4EFB2340A08EC70C54C74A40
La Pergola Due;;;;;;restaurant;;;0101000020E61000005D52B5DD04FB2340BEEF294A53C74A40
Weissenborn;;;;;;;;travel_agency;0101000020E6100000EC3AAF0C05FB2340E3410EA551C74A40
Hamburger Stadtkrug / Die Kartoffelstube;;;;;;restaurant;;;0101000020E6100000BC9E9E2DD6FA23405233FF4355C74A40
Colonnaden Tee Contor;;;;;;;;vacant;0101000020E61000006515DB49E9FA23408A3B832B45C74A40
Sabine Wiedenhaus;;;;;;;;boutique;0101000020E61000004D1E053EF5FA23403D3A64B95BC74A40
Colon;;;;;;;;books;0101000020E6100000737C597FF0FA23407CA7B8605FC74A40
Lilly;;;;;;;;clothes;0101000020E610000052F932AC3DFB2340F6E3405942C74A40
Samina;;;;;;;;bed;0101000020E6100000E802F2800DFB234005C1882249C74A40
Fischfeinkost Delikatessen des Meeres;;;;;;restaurant;;;0101000020E6100000D5C44CECEBFA23406902452C62C74A40
Prokon;;;;;;;company;;0101000020E6100000A0E7AAD447FB23409C60EE4916C74A40
Tantus Photo Galerie;;;;;;;;art;0101000020E61000000DE0D2D62DFB234008B309302CC74A40
;;;;;;;;vacant;0101000020E6100000A185048C2EFB234020E16A532BC74A40
Briefmarken-Barthel;;;;;;;;stamps;0101000020E6100000CD22145B41FB23406FB5F3A21BC74A40
Brigitte von Boch;;;;;;;;boutique;0101000020E61000006806F1811DFB2340482E49AF17C74A40
Zur Ratsmühle;;Hamburg;22335;Ratsmühlendamm;2;restaurant;;;0101000020E61000000F03A7881D0F2440D193D7EF2ED04A40
Die kleine Konditorei;;;22525;Langenfelder Damm;75;;;bakery;0101000020E61000003B9EE0ACD2DF23405724CBEE6ECA4A40
First Croque;;;;;;fast_food;;;0101000020E6100000972595849FF723406F980DD70FCC4A40
Bistro Italia;;;;;;fast_food;;;0101000020E6100000969526A5A0F72340BA90FDE208CC4A40
Flink;;;;;;;;bakery;0101000020E61000006F055E7704F52340EEF6B41E19CC4A40
Bistro Elena's;;;;;;fast_food;;;0101000020E6100000D69EA39FBAF3234081BB479110CC4A40
Lecker Bäcker;;;;;;;;bakery;0101000020E61000004E66176767F823407AB0202812CC4A40
Mahlberg;;;;;;;;jewelry;0101000020E610000085CBCFB293FA23402516421889C64A40
Helms Lounge;;Hamburg;21073;Museumsplatz;2;cafe;;;0101000020E61000000FD0228040F4234046AA398ABDBA4A40
Golfino;;;;;;;;clothes;0101000020E6100000F338B12C3DFB23404947DEDEDAC64A40
cha cha;;;;;;restaurant;;;0101000020E6100000AE80E7830AFB23404CA13DA8D5C64A40
Bär;;;;;;;;shoes;0101000020E6100000D2FD41C989FB234096CA8058DBC64A40
Barmbek Express;;;22305;Pestalozzistraße;17a;restaurant;;;0101000020E6100000A251706715182440DF5CB2E034CB4A40
Jo Malone;;;;;;;;beauty;0101000020E610000091E2D2E759FB2340EEDBFFB6DDC64A40
Enoteca;;;;;;;;winery;0101000020E610000065F0E65F81FA2340F3FC0EEAC7C64A40
Commerzbank;;;;;;bank;;;0101000020E610000062CC4C1F70FB234080942243D8C64A40
Basler;;;;;;;;clothes;0101000020E61000008FF8BAB145FB23404F603AADDBC64A40
Un Deux Trois;;;;;;;;boutique;0101000020E6100000A3A8D83D1EFB2340A4CC6152D7C64A40
Mephisto;;;;;;;;shoes;0101000020E610000021BFC81528FB2340BBACD392D8C64A40
Duske & Duske;;;;;;;;tobacco;0101000020E6100000388F79D3E3F92340F0ECE181B7C64A40
ZARA Home;;;;;;;;interior_decoration;0101000020E610000062C8451042FB234083644BA0D2C64A40
gärtner;;;;;;;;furniture;0101000020E61000003BDB487E69FA23402AF922EBBAC64A40
Elsbach;;;;;;;;clothes;0101000020E610000073FCAB2237FA234052A85D02A6C64A40
;;;;;;;;vacant;0101000020E6100000FA1285F12EFA2340ABD381ACA7C64A40
Concept Store;;;;;;;;boutique;0101000020E6100000707F2E1A32FA2340FCED467AACC64A40
Harald Lubner;;Hamburg;20354;Große Bleichen;23;;;beauty;0101000020E61000005641B1BA7AFA23405977876FBCC64A40
Steen;;;;;;;;clothes;0101000020E610000066D6F78667FA23404EF2237EC5C64A40
SØR;;;;;;;;clothes;0101000020E6100000B649EAA97AFA23401814611E8DC64A40
Torquato;;;;;;;;interior_decoration;0101000020E6100000ED585B6732FA23400353173AC0C64A40
Pomellato;;;;;;;;jewelry;0101000020E6100000ADE75A6A73FA23401C04673A85C64A40
Galerie Mensing;;;;;;;;art;0101000020E6100000ED01A9030FFA234036142D2FAFC64A40
elbtex;;;;;;;;dry_cleaning;0101000020E6100000C959D8D30EBF234049A8740BB8CB4A40
Der HagenBäcker;;;;;;;;bakery;0101000020E6100000D785C4E2DCE32340088FDBD4E5CA4A40
Avanti Kiosk;;;;;;cafe;;kiosk;0101000020E61000004ADD8431D807244043322E6695CB4A40
Ine'z Friseur;;;;;;;;hairdresser;0101000020E610000091894AD9D80724407A37BB5A93CB4A40
Sagici;;;;;;restaurant;;;0101000020E6100000BA443F64DB0724406A2629FA8DCB4A40
Grelck-Apotheke;;Hamburg;22529;Grelckstraße;2;pharmacy;;;0101000020E610000071E1E58EA3EA2340FF902342C8CC4A40
Hamers Cafe;;;22359;Claus-Ferck-Straße;4;cafe;;;0101000020E610000009C72C7B125424405CABE23213D34A40
Suzy Wong;;;;;;restaurant;;;0101000020E61000003D3ABF72CEFD2340FF976BD102C94A40
Goodies Old Toys;;;22869;Lornsenstraße;11;;;second_hand;0101000020E61000004DBB3DAD47B2234049B1EDFEC2CC4A40
DEVK Lars Ziegler;;;22869;Lornsenstraße;3;;insurance;;0101000020E61000004C9F67FD77B223409EE05119B5CC4A40
Reimers Gebrauchtwagen;;;;;;;;car;0101000020E6100000DA22C4F06CB22340644ADA43B1CC4A40
Salon K;;;22869;Lornsenstraße;11;;;hairdresser;0101000020E6100000CC39C2B34EB2234080FE3163C0CC4A40
;;;;;;;;vacant;0101000020E6100000C7C672011EBF23405ECDF055E1CB4A40
Budnikowsky;;Hamburg;22359;Weiße Rose;8;;;chemist;0101000020E61000003EC9C27C1E5424409F80817BF9D24A40
Thalia Bücher;;Hamburg;22359;Weiße Rose;8;;;books;0101000020E6100000D40C4EE90554244018810C78F4D24A40
Hair Deja Vu;;;;;;;;hairdresser;0101000020E61000005629E219D9BE2340954E7F51DDCB4A40
Luruper Markt;;;;;;;;convenience;0101000020E610000076F6DF9403BF234036936FB6B9CB4A40
SoulKebab;;;;;;fast_food;;;0101000020E61000006A954F45E0BE2340E6C9DA4BBFCB4A40
Phonosophie;;;;;;;;hifi;0101000020E6100000B6DECA6D56BC2340F8F829334ACC4A40
Lichtservice Schrader;;;;;;;;electronics;0101000020E61000009B93179980BF23402F281DF68CCB4A40
Ihr Sonnenstudio;;;;;;;;beauty;0101000020E6100000C2AE8108CCBE2340FB16E7B9CFCB4A40
;;;;;;doctors;;;0101000020E610000083B0091F00BF2340A63D6F74DFCB4A40
Apotheke an der Godeffroystraße;;;;;;pharmacy;;;0101000020E6100000E2D4624BEA9F2340087EAF7CF1C74A40
Marquardt&Noack Immobilien;;;;;;;estate_agent;;0101000020E6100000FFC6E8CAB19E2340F30F11ED19C84A40
Coco-Mat;;;;;;;;bed;0101000020E6100000D978550CFCA12340040DECE703C84A40
Marta Sterna;;;;;;;;beauty;0101000020E610000042EBE1CB44BD2340DE1BE846FDCB4A40
Blume2000;;;;;;;;florist;0101000020E610000049371D5C959F2340709D7FBBECC74A40
TUI;;;;;;;;travel_agency;0101000020E6100000A3D8C00C7C9F2340921CFA38E4C74A40
GBI;;;;;;;;funeral_directors;0101000020E61000006C51B01067BF234045549742D6CB4A40
media@home;;;;;;;;hifi;0101000020E610000088765FDF989F2340DAA95E23EEC74A40
Anja Dirala Home Collection;;;;;;;;interior_decoration;0101000020E61000008A439149A19F2340D6011077F5C74A40
amplifon;;;;;;;;hearing_aids;0101000020E6100000E844CC36819F23404969368FC3C74A40
Avoir Mode;;;;;;;;boutique;0101000020E6100000397705ECB49F2340F2ECF2AD0FC84A40
Blickfang;;;;;;;;optician;0101000020E6100000D8E54AF37D9F234034FAD170CAC74A40
Beautiful Nails;;;;;;;;beauty;0101000020E6100000A433D53840BD2340EFC8586DFECB4A40
Rolf&Bernd;;;;;;;;hairdresser;0101000020E6100000778368AD689F23407FFE7BF0DAC74A40
Schuh Eggers;;;;;;;;shoes;0101000020E61000003483F8C08E9F2340E05B470B86C74A40
Neuhaus;;;;;;;;optician;0101000020E6100000114537B176BE2340DEFD3BECCFCB4A40
DMCut;;;;;;;;hairdresser;0101000020E61000007AC4E8B985BE234093E86514CBCB4A40
R&B Automobile;;;;;;;;car;0101000020E61000009FEBFB7090BC23402F3DF5A33CCC4A40
Möbelspedition Friedrich Müller;;Hamburg;22547;Luruper Hauptstraße;179;;moving_company;;0101000020E61000000EA48B4D2BBD2340769ABB4C03CC4A40
Brunckhorst;;;;;;;;hearing_aids;0101000020E610000090C3BBB77DBE234056206926CECB4A40
SOPHIE THE CAT;;Hamburg;20099;Hansaplatz;12;;;clothes;0101000020E610000020AFACD96F0624403D2762B609C74A40
Lieblingsplatz;;;20457;Osakaallee;8;cafe;;;0101000020E6100000138E0F690AFF234044BC1A457BC54A40
Schuhbecks Gewürze;;;20095;Mönckebergstraße;7;;;convenience;0101000020E61000001935046CAC0124405D58929790C64A40
SILPION IT-Solutions GmbH;;Hamburg;20539;Brandshofer Deich;48;;company;;0101000020E610000068CAF385350E244075C707E2E1C44A40
Asia Lam;;;;;;fast_food;;;0101000020E61000009AC3A4AE6B0A2440BD5065BDBDC64A40
Style and Clean;;;;;;;;laundry;0101000020E6100000F1564C5B120A24407988354BB8C64A40
Dr Nicolaj Witt (Neurologe);;Hamburg;22297;Orchideenstieg;14;doctors;;;0101000020E6100000CFF34CD477FB234029AD646C8DCD4A40
Daniela Bar;;Hamburg;20357;Schulterblatt;86;bar;;;0101000020E6100000454948A46DEC2340CB4862EEFFC74A40
;;Hamburg;22761;Bahrenfelder Steindamm;40;;;kiosk;0101000020E6100000344DD87E32DA2340D0F81972C7C74A40
Café Altamira;;Hamburg;22761;Bahrenfelder Straße;331;restaurant;;;0101000020E6100000C544DECDAEDA2340F8E05A92A8C74A40
Alsterspeiche;;Hamburg;22297;Dorothea-Kasten-Straße;1;;;bicycle;0101000020E6100000D494AEAAA80B24408608933D9DCE4A40
IconScreen GmbH;;Hamburg;22587;Kronprinzenstraße;26;;it;;0101000020E61000001109956E01AB2340B43CB4345CC84A40
Die Leckermacher oHG;;;20537;Süderstraße;296;;;convenience;0101000020E6100000DC1FDE29D31A2440DFBD480D12C64A40
Heimfelder Bar;;;;;;bar;;;0101000020E61000002034716193EB2340ECBE08BF79BB4A40
Köpi Heimfeld / Blaue Nacht;;;;;;bar;;;0101000020E6100000D10259F4F3E723408B08B5954DBB4A40
Yuan Ye;Yuan Ye Europa Handels GmbH;;20095;Bugenhagenstraße;5;;;convenience;0101000020E6100000E04092A34A0224401B9FC9FE79C64A40
Vinh-Loi Asien-Supermarkt;ASROPA Food GmbH;Hamburg;20095;Klosterwall;2a;;;supermarket;0101000020E6100000517E9C7AEE022440B3220FE95CC64A40
Calida Bodyware;;;;;;;;clothes;0101000020E610000092369F84E3FB23401907F247ACC64A40
Davide Mebrahtu;;;;;;;;hairdresser;0101000020E610000035E72A27EB4D24401140C5CC99D54A40
Pipilotta Secondhand;;;;;;;;clothes;0101000020E6100000B705F0BB8E4D24402F4503C298D54A40
Frey Wille;;;;;;;;jewelry;0101000020E61000000456B3733FFC2340EBBF18DBB5C64A40
Tiffany & Co;;;;;;;;jewelry;0101000020E61000002D6D2700B5FB2340760877C2A6C64A40
Longchamp;;;;;;;;boutique;0101000020E6100000FA13F0C6DDFB2340FE929E33B3C64A40
Omega;;;;;;;;jewelry;0101000020E61000006B300DC347FC2340CF5F329FBDC64A40
Mango;;;;;;;;boutique;0101000020E6100000188854072FFC2340C89349B2B3C64A40
Ladage & Oelke;;;;;;;;boutique;0101000020E61000004DA3C9C518FC23401DE09398B1C64A40
Neuhaus;;;;;;;;confectionery;0101000020E61000009CBB0276DAFB2340E4970BA6ABC64A40
Palmers;;;;;;;;clothes;0101000020E6100000A2CBE550D0FB2340BB4CA83BAAC64A40
Montblanc;;;;;;;;stationery;0101000020E61000002C42565CC1FB2340657E24DBAFC64A40
Tumi;;;;;;;;bag;0101000020E6100000AA1496D3F9FB23404266C28AAEC64A40
Hoffmann;;;;;;;;boutique;0101000020E610000089CA2B7C22FC234060CA6548BAC64A40
Campbell;;;;;;;;jewelry;0101000020E6100000ECF42801D6FB2340DBA84E07B2C64A40
;;;;;;;;vacant;0101000020E6100000EF93A30051FC2340E4B4F171B7C64A40
Thomas Sabo;;;;;;;;boutique;0101000020E610000050CAA48636FC2340FA88F3CBBBC64A40
Görtz;;;;;;;;shoes;0101000020E61000009373620FEDFB2340C8A7B68AB4C64A40
Brahmfeld und Gutruf;;;;;;;;jewelry;0101000020E6100000341477BCC9FB2340293229F4B0C64A40
Calvin Klein;;;;;;;;boutique;0101000020E6100000271994C4EDFB2340BA6E4A79ADC64A40
Douglas;;;;;;;;cosmetics;0101000020E61000006F07342262FC2340D1CDFE40B9C64A40
Max Mara;;;;;;;;boutique;0101000020E6100000E51DF17563FB2340A90650429FC64A40
Waßmann;;;;;;;;jewelry;0101000020E61000006A59AD026BFB2340D510B0B1A6C64A40
;;;;;;;;vacant;0101000020E610000035A3D57F8CFB234084F6EAE3A1C64A40
Graf von Faber-Castell;;;;;;;;stationery;0101000020E61000007F219A2FE5FA2340472BAD7598C64A40
Massimo Dutti;;;;;;;;clothes;0101000020E6100000C6F9409715FB2340033EE4D29DC64A40
Tod's;;;;;;;;boutique;0101000020E610000065BF380202FB234091172D9B94C64A40
Gucci;;;;;;;;boutique;0101000020E6100000D37AAEA536FB23401FA74302A1C64A40
SØR;;;;;;;;vacant;0101000020E6100000CFE04AD125FB2340CDDC32969FC64A40
Hermes;;;;;;;;boutique;0101000020E6100000A58EE96404FB23409FACBDF49BC64A40
Budapester Schuhe;;;;;;;;shoes;0101000020E61000007AA63C5F58FB2340FA0670C4A4C64A40
Unger;;;;;;;;boutique;0101000020E61000002AC0C12852FB2340B0A1E58A9CC64A40
Escada;;;;;;;;clothes;0101000020E610000001E8E6D143FB234077285481A4C64A40
Akris;;;;;;;;boutique;0101000020E61000001698045E1CFB23400CD17C2997C64A40
Salvatore Ferragamo;;;;;;;;boutique;0101000020E610000019A1E936F2FA2340C173EFE192C64A40
Laurel;;;;;;;;boutique;0101000020E6100000C39CA04D0EFB2340EFBD09CF95C64A40
Weitz;;;;;;;;interior_decoration;0101000020E6100000ECFA05BB61FB23409A40B6D1A5C64A40
Louis Vuitton;;;;;;;;boutique;0101000020E6100000D3ED36B929FB23403B4FE1AD98C64A40
MEK TeSo.;;Hamburg;22761;Bahrenfelder Steindamm;43;;;mobile_phone;0101000020E610000078CCE5AB89DA23405642C1D6B6C74A40
Lunge Laufladen;;Hamburg;22761;Bahrenfelder Steindamm;109;;;sports;0101000020E6100000C35AC6979AD6234074E5FDC929C84A40
van Laack;;;;;;;;clothes;0101000020E610000035D769A4A5FA23405A9995928AC64A40
Jil Sander;;;;;;;;boutique;0101000020E61000003FED4B91D7FA23404CD933958FC64A40
Moncler;;;;;;;;clothes;0101000020E6100000F1C407D1B5FA2340A7E8ED748CC64A40
mientus;;;;;;;;boutique;0101000020E6100000173147EA98FA2340870552BD90C64A40
Ermenegildo Zegna;;;;;;;;boutique;0101000020E61000004D62B59EC6FA2340A23A675595C64A40
Loro Piana;;;;;;;;boutique;0101000020E61000003E111F33ABFA234009B0236992C64A40
La Perla;;;;;;;;boutique;0101000020E61000005ADB148F8BFA2340D53208628FC64A40
Liz Malraux Design;;;;;;;;boutique;0101000020E6100000471FF30181FA234005D149A58EC64A40
Sönnichsen;;;;;;;;jewelry;0101000020E6100000FAFEBC5FBBFA2340264DCD2F94C64A40
;;;;;;;;vacant;0101000020E6100000B7F1272A1BFA234070360CD583C64A40
St. Emile;;;;;;;;boutique;0101000020E61000003556AC2BB0F92340B14A332779C64A40
Dolce&Gabbana;;;;;;;;clothes;0101000020E610000069A8F68EBFF92340B61BD8857AC64A40
Bornhold;;;;;;;;furniture;0101000020E61000005C12B1D2EEF92340EA7E4E417EC64A40
;;;;;;;;vacant;0101000020E61000000B6712503CFA2340B0EB17EC86C64A40
Gant;;;;;;;;boutique;0101000020E61000008572ECEA9FF9234028F796CD77C64A40
Stefanel;;;;;;;;clothes;0101000020E6100000FE3C57A53EFA2340DD5ACB097FC64A40
Steinbrück;;;;;;;;boutique;0101000020E6100000F58E09E709FA2340E0A0BDFA78C64A40
Wolford;;;;;;;;clothes;0101000020E6100000C9EB1C5E6BFA2340B72A89EC83C64A40
Bottega Veneta;;;;;;;;boutique;0101000020E6100000F8F99408F9F92340B89D110077C64A40
Riviera Maison;;;;;;;;interior_decoration;0101000020E61000009A4CCBFE2FF923405F32E94A5FC64A40
Dedon;;;;;;;;furniture;0101000020E6100000618A17B089F92340C94741A66BC64A40
Deiters;;;;;;;;vacant;0101000020E61000002E1801BAD4F923406BF294D574C64A40
Bally;;;;;;;;shoes;0101000020E6100000EE7C3F355EFA23403B3DEFC682C64A40
Walter Steiger;;;;;;;;shoes;0101000020E610000054CFDD0951F923406311C30E63C64A40
Marlies Möller;;;;;;;;hairdresser;0101000020E6100000ADA987C32DFA234026CB49287DC64A40
Lacoste;;;;;;;;boutique;0101000020E610000070D5D06119FA2340F1D7648D7AC64A40
Burberry;;;;;;;;clothes;0101000020E6100000734A404CC2F92340738D2A1E72C64A40
bac Moden;;;;;;;;boutique;0101000020E6100000F4D9A61DA3F9234094066D286BC64A40
Sanna Rauhala-Parrey;;Hamburg;22761;Bahrenfelder Steindamm;37;doctors;;;0101000020E61000009EC59CB179DA2340F965D58CB1C74A40
Budnikowsky;;Hamburg;22303;Mühlenkamp;43;;;chemist;0101000020E61000007283EB9B45052440892B67EF8CCA4A40
Café Genuss Bar;;;;St. Georgs Kirchhof;3;cafe;;;0101000020E6100000235F5331DF0324408366214B30C74A40
modern life school;;;20355;Bäckerbreitergang;12;;;books;0101000020E610000079D4F3C9E5F623400070912001C74A40
Oppermann;;;;;;;;hairdresser;0101000020E61000002A47B71446FD2340E4BACE2B43C64A40
Sonnenblume;;;22527;Hagenbeckallee;2;;;florist;0101000020E6100000F1B3DB78C1DD2340F8BD970C11CC4A40
;;Hamburg;22761;Bahrenfelder Steindamm;55b;;;massage;0101000020E610000054686A23E8D923400D37E0F3C3C74A40
The Funky Fish;;Hamburg;20095;Große Bäckerstraße;8;restaurant;;;0101000020E610000015AE47E17AFC234008D968EF42C64A40
Käthners 23;;Hamburg;22083;Käthnerort;23;restaurant;;;0101000020E6100000A9E793CB3513244041C9D3A876CA4A40
Kaufhaus Hamburg;;;;;;;;deli;0101000020E6100000A3201DC308062440BCD28D0B62C74A40
Mario;;;20249;Robert-Koch-Straße;36;restaurant;;;0101000020E6100000BC7C467DEDF82340EF7D05C47FCB4A40
Flamant;;;;;;;;interior_decoration;0101000020E61000008C4F01309EF92340060DA25AE9C64A40
Argentum;;;;;;;;jewelry;0101000020E610000053D6CADF18F92340C2604898B3C64A40
Brunello Cucinelli;;;;;;;;boutique;0101000020E61000004B7C49BE6DF92340CA2DF713DFC64A40
Kennel & Schmenger;;;;;;;;boutique;0101000020E61000002A988CBEDDF923404F05DCF3FCC64A40
Frank Rudolf;;;;;;;;clothes;0101000020E6100000A1979BB9D1F9234080BDC282FBC64A40
Secondella;;;;;;;;second_hand;0101000020E6100000AB8E667627F92340541CACA4BAC64A40
Heschung;;;;;;;;shoes;0101000020E6100000FC1065B9B6F9234070021DF7F7C64A40
Lambert;;;;;;;;interior_decoration;0101000020E6100000EAD6C633C3F923405D91F359F9C64A40
Etro;;;;;;;;boutique;0101000020E6100000AB10EA7D3EF92340497DA367C4C64A40
Ludwig Reiter;;;;;;;;shoes;0101000020E6100000C1E8F2E670F9234058C80160E1C64A40
Niessing;;;;;;;;jewelry;0101000020E610000097AC8A7093F92340982DA3A2FBC64A40
Petra Teufel;;;;;;;;boutique;0101000020E61000000393C08B63F92340824AA654D3C64A40
Frank Rudolf Herrenladen;;;;;;;;clothes;0101000020E61000001478CCE5ABF92340191AF44AFEC64A40
Fat Unicorn Sweets;;Hamburg;20354;Hohe Bleichen;20;cafe;;;0101000020E61000008285DDC199F92340F336DB81DFC64A40
Zoe;;;;;;;;boutique;0101000020E6100000117CC2C881F923405EBCC4FDECC64A40
Dibbern;;;;;;;;interior_decoration;0101000020E61000005426906D74F923407431618FE4C64A40
Oschätzchen;;;;;;;;deli;0101000020E6100000F6413B4CA0F92340ACBB687EEBC64A40
linette;;;;;;;;boutique;0101000020E6100000416A6EE069F9234060CB2BD7DBC64A40
Couture & Cheap;;;;;;;;boutique;0101000020E6100000FCE59315C3F92340E29E9DC200C74A40
Bethge;;;;;;;;stationery;0101000020E6100000214BD52C86F923407A25242DF0C64A40
Hermes Paketshop;;;;;;post_office;;kiosk;0101000020E6100000AF39515C9FF723406FA296E656C64A40
Contiways Reisen;;;;;;;;travel_agency;0101000020E61000009E9F3DF262F82340F46A2519DEC54A40
HanseNautic;;;;;;;;books;0101000020E61000002EDD6E939BF62340D1B76004E8C54A40
Marley's;;;;;;restaurant;;;0101000020E61000003683AE3374F62340E264D12AE9C54A40
DFM Hamburg;;;;;;;;boutique;0101000020E6100000C8F7205F9DF6234064343C07E0C54A40
Hair-Line;;;;;;;;hairdresser;0101000020E610000013E5C1CC2DF7234020E91DB814C64A40
Insieme;;;;;;fast_food;;;0101000020E610000028D6A9F23DF72340058F6FEF1AC64A40
Hoffmann;;;;;;;;beverages;0101000020E61000008E2C4FD65E622340EC426271EECA4A40
Netto;;;;;;;;supermarket;0101000020E61000005FB12BD26962234096BC9580F3CA4A40
Daum Friseure;;;20095;Pelzerstraße;4;;;hairdresser;0101000020E6100000949E8E6C53FD23400F52A68757C64A40
Praxisgemeinschaft Rosenhagen;;;;;;doctors;;;0101000020E61000006FE70CD649C72340E3885A3FA2C74A40
Ernst & Young;;Hamburg;20148;Rothenbaumchaussee;;;company;;0101000020E61000003070D4658CFA234084D72E6D38C94A40
COSCO;;Hamburg;20459;Herrengraben;74;;company;;0101000020E6100000BC25396057F7234054BAAAA22EC64A40
ZALA;;;;;;restaurant;;;0101000020E6100000401AA9520E192440D36FBAC040CB4A40
Pritsch;;;;;;;;bakery;0101000020E61000000397C79A91092440CE58349D9DC84A40
Casa Nova;;;22085;;;restaurant;;;0101000020E6100000FE4EEED2E1082440FBA42435FEC84A40
Ali Barber;;Hamburg;;Davidstraße;3;;;hairdresser;0101000020E6100000F7E16AAEE4EC23401E1CEC4D0CC64A40
Salon Günther;;;;;;;;hairdresser;0101000020E6100000168E7B4ED50C244012A04BDD3AD04A40
;;Hamburg;22761;Bahrenfelder Steindamm;41;;architect;;0101000020E610000072EFD0668BDA2340270C14C2B4C74A40
;;;;;;;;beverages;0101000020E61000004DF564FED1472440994638D2BECF4A40
ellada;;;;;;restaurant;;;0101000020E6100000A0D91AB6D20424407B27B04A33C74A40
;;;;;;;;pet;0101000020E61000007BB2518CE247244016F252FBBECF4A40
1Raum für Haare;;;22459;Frohmestraße;92;;;hairdresser;0101000020E61000008F554ACFF4DA2340BDB1FBE99AD04A40
;;;;;;;;hairdresser;0101000020E6100000D8E95102AC4724403A799109F8CF4A40
Hallo Pizza;;Hamburg;22459;Frohmestraße;86;fast_food;;;0101000020E6100000C8A4750AA8DA2340B3463D44A3D04A40
Happyshop;;;;;;;;kiosk;0101000020E610000040451F3D8FFB2340B9A008F368CB4A40
Birkholz;;;;;;;;toys;0101000020E61000001526E71FD8B423409055A58867BC4A40
Haroske;;;;;;doctors;;;0101000020E6100000E8A6CD380DB52340D913138A63BC4A40
Hug;;;;;;;;vacuum_cleaner;0101000020E61000009FF7109E1AB523400933124658BC4A40
;;;;;;;;seafood;0101000020E6100000DD216A4716B5234052BF661426BC4A40
Der Buchladen;;;;;;;;books;0101000020E6100000205498ADABB423407445292158BC4A40
Erden Markt;;;;;;;;greengrocer;0101000020E610000048A8195245B523403E46D49F58BC4A40
Sport Glume;;Hamburg;21149;Groot Enn;4;;;sports;0101000020E61000000E62B197B7B42340F590DF9167BC4A40
caffee bel dí;;;;;;cafe;;;0101000020E610000079E68AF7880524406A47BB1B55C74A40
Der Ali;;;;;;fast_food;;;0101000020E6100000AC47D04EBC1D2440DEBA511A20CE4A40
Bigpoint GmbH;;;;;;;it;;0101000020E6100000875DCAAFD5F8234007B98B3045C74A40
Emmioglu Falafel;;;;;;restaurant;;;0101000020E6100000D5FF8359B2F02340B442ECA75AC74A40
Pit-Stop;Pit-Stop Systempartner GmbH;Hamburg;22761;Stresemannstraße;362;;;car_repair;0101000020E61000009329D5F48FD823401D9837E224C84A40
Akademie für Publizistik;;;;Warburgstraße;8-10;education;yes;;0101000020E6100000DAE2BFE556FD2340ABC25554B3C74A40
Eppendorfer Eiscafé;;;;;;cafe;;;0101000020E6100000A93C15CB88FA234056325B0DE4CB4A40
Blume 2000;;;;;;;;florist;0101000020E6100000A9E628F686F92340C270AE6186CB4A40
Lidl;;Hamburg;20249;Kümmellstraße;4-8;;;supermarket;0101000020E61000001A976027ABF8234037FA3D5695CB4A40
Dat Backhus;;;;;;;;bakery;0101000020E61000000163C790ADF823403E95D39E92CB4A40
Con Calma;;;;;;restaurant;;;0101000020E61000004443B577FC3924402556EB692CD24A40
DAILY;;;20097;Hammerbrookstraße;89;restaurant;;;0101000020E6100000617DF266C30C24408FB6E0FBD1C54A40
Friseur Ehre;;;;;;;;hairdresser;0101000020E6100000196C34CA444724402795DF5806D94A40
Bäckerei Wiedenrot;;;;;;;;bakery;0101000020E61000005C430477FBD72340BE642D4F31C74A40
;;;;;;;;kiosk;0101000020E6100000A8DB23E538B52340684E4D38AABC4A40
warenwirtschaft;;;;;;;;supermarket;0101000020E6100000B04B4343B5D72340AFDA90DA1FC74A40
Rodio;;Hamburg;22043;Schiffbeker Weg;318;restaurant;;;0101000020E61000000E637726D93F2440E57107A007C94A40
DER Reisebüro;;;;;;;;travel_agency;0101000020E61000001F70B8EA95B52340365F80D82DBC4A40
Globetrotter;;;;;;;;travel_agency;0101000020E6100000C47F153B75B42340711C1DFC69BC4A40
